CODE_GENDER_M,EXT_SOURCE_3,EXT_SOURCE_2,NAME_EDUCATION_TYPE_Secondary_or_secondary_special,NAME_EDUCATION_TYPE_Higher_education,NAME_CONTRACT_TYPE_Cash_loans,NAME_INCOME_TYPE_Working
0,0.6769925032909132,0.4386891307395157,1,0,1,1
1,0.4031416766587513,0.7136496115913721,1,0,1,0
0,0.5585066276769286,0.7029334431794494,0,1,1,1
0,0.7076993447402619,0.6630017452000453,0,1,1,0
0,0.6075573001388961,0.2335359385755141,1,0,0,1
1,0.5172965813614878,0.3379697128915234,0,1,1,1
0,0.7421816117614419,0.6595829590896434,1,0,0,1
0,0.5298898341969072,0.6835890286557356,0,1,1,0
0,0.520897599048938,0.6681707539865142,1,0,0,1
1,0.7047064232963289,0.6625178721871633,1,0,1,1
0,0.5108529061799658,0.6586199418836887,1,0,1,0
1,0.7136313997323308,0.6606672307601055,1,0,0,1
1,0.5108529061799658,0.6773175816606648,0,1,1,0
0,0.4884551844437485,0.297110802356822,1,0,0,1
0,0.7610263695502636,0.6937436837402897,0,1,1,1
1,0.5884877883422673,0.6556835592692626,1,0,1,1
0,0.7001838506835805,0.6723801433555747,0,1,1,0
0,0.7338145369642702,0.5734393928638714,1,0,0,1
1,0.6785676886853644,0.633693879384839,1,0,1,1
0,0.6848276586890367,0.7854542499537405,0,1,1,0
1,0.7032033049040319,0.6267890063547653,1,0,1,1
0,0.633031641417419,0.3711859566332091,0,1,1,0
0,0.7958031328748403,0.6307600981350105,1,0,1,1
0,0.4489622731076524,0.7024537536303569,0,1,1,1
0,0.6956219298394389,0.4644288521614292,1,0,1,0
0,0.5567274263630174,0.6972078815753742,1,0,1,0
1,0.4650692149562261,0.5345467334446772,0,1,1,0
0,0.7751552674785404,0.5425677099147536,1,0,1,1
0,0.5108529061799658,0.3081490670855612,0,1,1,1
0,0.4048783643353997,0.6628404920885613,1,0,1,0
0,0.4365064990977374,0.6342774267078852,1,0,1,1
1,0.8050196619153701,0.0821707941422164,1,0,0,1
0,0.6894791426446275,0.4884086751782271,1,0,1,0
0,0.7688075728291359,0.6760162310209854,1,0,1,0
0,0.7583930617144343,0.5335618157730291,0,0,1,0
1,0.6785676886853644,0.4851963911987498,1,0,1,1
0,0.6706517530862718,0.5253792507921672,1,0,1,1
0,0.4794489811780563,0.7419324487170603,1,0,1,0
1,0.8193176922872417,0.5375215847044906,1,0,1,0
0,0.5919766183185521,0.1855940693735654,0,1,0,0
1,0.6986675550534175,0.4696269858965164,0,1,1,0
0,0.3962195720630885,0.5964707506473679,1,0,1,0
0,0.1714683668967994,0.7433033858972754,0,0,1,1
0,0.6863823354047934,0.5245230857779584,1,0,1,1
1,0.7324033228040929,0.7710768795074521,1,0,1,0
0,0.4614823912998385,0.4635641229840062,0,1,1,0
0,0.2851799046358216,0.5979541373772784,0,1,1,1
0,0.6848276586890367,0.5955177157346863,1,0,1,1
0,0.8193176922872417,0.2653117484731741,1,0,1,0
0,0.4329616670974407,0.6643440433239249,0,1,1,1
1,0.8245949709919925,0.6739533898492436,1,0,1,0
0,0.1766525794312139,0.7540819048112635,0,1,1,1
0,0.7490217048463391,0.4045491242329184,1,0,1,0
1,0.3876253444214701,0.6481162264760251,0,1,1,0
0,0.2896112383820055,0.4945406717998183,0,1,1,0
0,0.5585066276769286,0.5182695783533987,1,0,1,0
0,0.6894791426446275,0.6350278467719062,1,0,1,0
0,0.520897599048938,0.7134931806617161,1,0,1,0
0,0.3344541255096772,0.6795931000815135,0,1,0,0
0,0.5867400085415683,0.6153078880559872,1,0,1,0
0,0.622922000268356,0.3985375860267338,0,1,1,0
0,0.7309873696832169,0.2154007670419538,1,0,1,0
0,0.5108529061799658,0.6750911909316665,0,1,1,1
0,0.5046813193144684,0.6135205712706389,1,0,1,1
1,0.3979463219016906,0.7627277068294119,0,1,1,1
0,0.7813782380840683,0.6345259489999865,1,0,1,1
0,0.8128226070575616,0.579008784023478,0,0,1,1
0,0.6706517530862718,0.5763092744000353,1,0,1,1
0,0.4241303111942548,0.497137261524917,1,0,0,1
0,0.5744466170995097,0.4053869598488461,1,0,1,1
0,0.4382813743111921,0.7245108098841091,0,1,1,1
0,0.2955826421513093,0.6566308202172251,0,1,1,0
0,0.5726825047161584,0.1274367598131674,0,1,1,0
0,0.8347841592331774,0.628383614434824,1,0,1,0
1,0.622922000268356,0.5483038579038175,1,0,1,0
0,0.6347055309763198,0.50490553147581,0,1,1,1
0,0.4101025731788671,0.4662460178066042,0,1,1,1
0,0.4031416766587513,0.7233745515054782,0,1,1,1
0,0.656158373001177,0.3590212780274888,1,0,1,0
1,0.7421816117614419,0.703143452171378,0,1,0,0
0,0.6246146584503397,0.2223429461243824,1,0,1,0
0,0.7380196196295241,0.8009896902416538,1,0,1,1
0,0.6894791426446275,0.4805877659276579,1,0,1,0
0,0.7165702448010511,0.6772411073895946,1,0,1,1
0,0.1604889306273446,0.779792358309298,1,0,1,0
1,0.7981372313187245,0.7014335051431542,1,0,1,0
0,0.5108529061799658,0.6296134378995648,0,1,1,1
1,0.7194907850918436,0.7019964916174788,0,1,1,0
0,0.7281412993111438,0.5836125535387128,1,0,1,1
1,0.4118485559242397,0.6887828028144563,0,1,1,1
0,0.5954562029091491,0.6421237104552129,0,1,1,0
0,0.4974688893052743,0.597875278706391,0,1,1,0
0,0.3092753558842053,0.6612797622096921,1,0,1,1
0,0.8050196619153701,0.6023515504753699,0,1,1,0
0,0.6058362647264226,0.6732322008936478,1,0,0,1
1,0.2692857999073816,0.7025588666691702,1,0,1,0
0,0.622922000268356,0.5213207734936368,1,0,1,0
0,0.5370699579791587,0.4430823411689061,1,0,1,1
0,0.3589512285783967,0.6768346788470393,0,1,1,1
0,0.5082869913916046,0.5796216567404109,0,1,1,1
0,0.6263042766749393,0.283546459426567,0,1,1,1
1,0.5567274263630174,0.3717067186867781,1,0,0,0
1,0.5937175866150576,0.7442368914320877,1,0,1,0
1,0.4740512892789932,0.6366835406653624,1,0,1,1
1,0.6041125998015721,0.5619068073912032,1,0,1,1
0,0.4241303111942548,0.6456086223770403,0,1,1,1
0,0.8277026681625442,0.4585108273499722,1,0,1,1
0,0.5108529061799658,0.7510646626113276,1,0,1,0
0,0.5832379256761245,0.5627571527429174,1,0,0,1
0,0.6910212267577837,0.4560198580980986,1,0,1,1
0,0.7700870700124128,0.5652092295106195,1,0,1,0
0,0.6690566947824041,0.7027735962780339,0,1,1,0
1,0.6642482627052363,0.7113741223506164,0,1,0,0
1,0.5620604831738043,0.7167008658339129,0,1,1,0
0,0.5108529061799658,0.7696998179085728,1,0,1,0
0,0.6127042441012546,0.7039552867116475,1,0,1,0
0,0.4938628816996244,0.4293373354455973,1,0,1,0
0,0.6380435278721609,0.7588876034428387,0,1,1,1
1,0.4974688893052743,0.5632897764994405,1,0,1,1
0,0.7121551551910698,0.6698268332111763,1,0,1,1
0,0.722392890081304,0.5610507128126676,1,0,1,0
1,0.6161216908872079,0.4567685514425709,1,0,0,1
1,0.4241303111942548,0.7011907292447859,1,0,1,1
0,0.6023863442690867,0.5995354919253895,0,1,1,1
0,0.6479768603302221,0.6379774865624361,1,0,1,0
0,0.5108529061799658,0.5563115386784464,1,0,0,1
1,0.6785676886853644,0.5261643921152924,1,0,1,1
1,0.6940926425266661,0.7954141225223325,1,0,1,0
0,0.6075573001388961,0.7068137349557766,1,0,1,1
0,0.445396241560834,0.6921803890186077,1,0,1,1
1,0.6092756673894402,0.7783470438216825,0,1,1,1
0,0.7969726818373722,0.6267480825325951,1,0,1,0
0,0.6397075677637197,0.2262502833476409,0,1,1,0
0,0.6212263380626669,0.6728568583914314,1,0,1,1
0,0.434733248750173,0.5296958714907356,1,0,1,0
1,0.6894791426446275,0.55836163799128,1,0,1,0
0,0.7503751495159068,0.6283989337049766,1,0,1,1
0,0.7862666146611379,0.4801401719074064,1,0,1,1
1,0.8482442999507556,0.5196561716412813,0,1,0,1
0,0.7662336700704004,0.0462328809570255,0,1,1,0
0,0.4329616670974407,0.7378037742311553,0,1,1,0
1,0.6212263380626669,0.586590625593766,1,0,1,1
0,0.5082869913916046,0.4967819264657216,1,0,1,1
0,0.5108529061799658,0.453991799164246,0,1,1,1
0,0.4686596550493113,0.3447000839430882,0,1,1,0
0,0.6263042766749393,0.6680980232297421,0,1,1,0
0,0.6397075677637197,0.7117600979235618,1,0,1,0
0,0.2151824041847538,0.6351342722548234,1,0,0,0
0,0.475849908720221,0.6341962610756307,1,0,0,1
0,0.3233112448967859,0.6916163328401422,1,0,1,1
0,0.4776491548517548,0.7287718536553724,0,1,1,0
0,0.5495965024956946,0.761859931338058,1,0,1,1
1,0.5046813193144684,0.6084738739667993,1,0,1,1
1,0.7136313997323308,0.1615986847287123,1,0,0,0
0,0.7032033049040319,0.3240541247897818,1,0,1,1
0,0.5709165417729987,0.2520583901426944,0,1,1,0
0,0.5460231970049609,0.3162770801032171,1,0,0,0
0,0.5108529061799658,0.6093539406907934,0,1,1,0
1,0.3572932680336494,0.5864951695322006,0,1,1,1
0,0.5108529061799658,0.668994474518281,1,0,1,0
0,0.5262949398096192,0.7674282707364378,1,0,1,1
0,0.7530673920730478,0.6712905522212448,0,1,0,1
0,0.5884877883422673,0.4014135422514735,1,0,1,0
0,0.6769925032909132,0.5342583596822282,1,0,1,0
0,0.4241303111942548,0.6769016384154235,0,1,1,0
0,0.5108529061799658,0.4410975135126381,0,0,1,1
1,0.8245949709919925,0.7875801730654498,0,1,1,0
0,0.6279908192952864,0.6965658113967738,1,0,0,0
0,0.5954562029091491,0.520600411583606,1,0,1,0
0,0.5884877883422673,0.5505504448757466,0,1,1,0
0,0.7047064232963289,0.5624288982819363,0,1,0,1
0,0.475849908720221,0.7512199934283985,0,1,1,1
0,0.7295666907060153,0.6316203982937045,1,0,1,0
0,0.6363761710860439,0.520076458029427,1,0,1,1
0,0.5108529061799658,0.4943165569140841,1,0,1,1
1,0.7992967832109371,0.4523498616984956,1,0,0,0
1,0.6738300778602003,0.7407709629670111,1,0,1,0
0,0.7801436381572275,0.5539245393260227,1,0,1,0
1,0.6528965519806539,0.5694550968234883,1,0,1,1
1,0.5884877883422673,0.6819597177181609,1,0,1,1
0,0.5136937663039473,0.5827939650417878,0,1,1,0
0,0.7151031019926098,0.618011417782674,1,0,1,1
0,0.6832688314232291,0.6568082932114575,1,0,1,0
0,0.3539876078507373,0.7094666914307908,1,0,1,1
0,0.6397075677637197,0.2902074803087839,1,0,1,0
0,0.4400578303966329,0.4916000553966214,0,1,0,1
1,0.7136313997323308,0.623031889186404,0,0,0,1
1,0.7898803468924867,0.4587171460955589,1,0,1,0
0,0.4066174366275036,0.6965611894035454,1,0,1,1
1,0.7503751495159068,0.5097044043823514,1,0,1,0
1,0.8016009030071296,0.7591875712002032,1,0,1,1
1,0.3689687382528466,0.5246648811626792,1,0,0,1
0,0.4066174366275036,0.6500687004719642,1,0,1,1
0,0.1884895337951677,0.7521261561156682,1,0,0,0
1,0.7106743858828587,0.6043297593892464,0,1,1,0
0,0.6413682574954046,0.7074341761370105,1,0,1,0
0,0.6801388218428291,0.5462070705195184,1,0,1,0
0,0.4992720153045617,0.7576048787551652,1,0,1,0
0,0.7136313997323308,0.5163311563444473,1,0,1,1
0,0.5108529061799658,0.4478954096932484,1,0,1,1
1,0.7969726818373722,0.7555428855973021,1,0,1,1
0,0.5108529061799658,0.2984872236168723,1,0,0,1
0,0.2539628093363117,0.6617693987669102,1,0,1,1
1,0.5108529061799658,0.7175437076610359,1,0,1,1
0,0.5280927512030451,0.5702698417158782,1,0,1,1
0,0.2692857999073816,0.6489585936943045,0,1,1,0
1,0.6971469077844458,0.6320934613761577,0,1,1,1
0,0.524496446363472,0.6565913758283517,1,0,0,0
0,0.7366226976503176,0.5579949221607324,0,1,1,1
1,0.5352762504724826,0.7011265808508972,0,1,1,0
0,0.4578995512067301,0.4775371395958239,0,1,1,1
1,0.7801436381572275,0.5969338422057835,1,0,1,1
0,0.5108529061799658,0.4794415525441026,0,0,0,1
0,0.5334816299804352,0.5309377405355606,1,0,1,1
1,0.7662336700704004,0.3783953530555925,1,0,1,1
0,0.4776491548517548,0.2480846312677371,0,1,1,1
1,0.6832688314232291,0.6602994534274048,1,0,1,0
0,0.5108529061799658,0.217570617773518,1,0,0,1
0,0.656158373001177,0.6060853072644015,0,1,0,1
1,0.7570690154522959,0.4746953936744858,1,0,0,1
0,0.6925590674998008,0.6546213539211898,1,0,1,1
0,0.6594055320683344,0.6879055534752783,1,0,1,1
0,0.5971924268337128,0.6150231605620977,1,0,0,1
1,0.6879328378491735,0.5818951185806743,0,1,1,0
0,0.7981372313187245,0.7226125178902806,1,0,1,1
0,0.722392890081304,0.5395812176986448,1,0,1,1
0,0.3876253444214701,0.6661166791390843,0,1,1,0
0,0.2431864804420123,0.7530626365656976,0,1,1,1
0,0.6380435278721609,0.698217927090471,1,0,1,1
0,0.6430255641096323,0.1659075662896733,0,1,1,1
0,0.7106743858828587,0.266442835565057,1,0,1,1
1,0.7826078370261895,0.6823722048738365,0,1,1,1
1,0.6690566947824041,0.7444865588712218,0,1,1,1
0,0.4632753280912678,0.236950658166433,0,1,1,0
0,0.2276129150623945,0.6351444073263913,0,1,1,0
0,0.8027454758994178,0.392420918862483,0,1,1,1
0,0.4170996682522097,0.4957487412117981,0,1,1,1
0,0.7776594425716818,0.6684082851964619,1,0,1,0
0,0.3606125659189888,0.5349765306613421,1,0,0,1
0,0.6479768603302221,0.5039926324519627,1,0,0,1
1,0.7062051096536562,0.2453495532540649,1,0,1,1
0,0.6144143775673561,0.6062575803301021,1,0,1,1
0,0.8182475079127519,0.5894671273001695,0,1,1,0
0,0.5406544504453575,0.2397174747822211,1,0,1,0
0,0.6610235391308081,0.4762169810885903,1,0,1,1
0,0.6446794549585961,0.6853364680265097,1,0,1,1
0,0.6690566947824041,0.3193064951067591,1,0,0,1
1,0.813917469762627,0.5142884572012397,1,0,1,0
1,0.5513812618027899,0.6520211191595372,0,1,1,0
0,0.4507472818545589,0.6193063262368865,0,0,1,0
1,0.5046813193144684,0.5937782876760221,0,1,1,1
1,0.7209441499436497,0.6967922403787596,0,0,1,1
0,0.7700870700124128,0.7907093769796608,1,0,1,1
0,0.4118485559242397,0.5461203458181039,0,1,1,1
1,0.5190973382084597,0.7567605725114481,0,1,1,0
1,0.6706517530862718,0.7490065809969771,0,1,1,1
0,0.4722533429586386,0.4070801149728545,1,0,1,0
1,0.7675231046555077,0.5163639226543744,1,0,1,1
0,0.6925590674998008,0.7354577169794417,0,1,1,0
0,0.6397075677637197,0.6669332420324281,0,1,1,1
0,0.6058362647264226,0.3847215598196468,0,1,1,0
0,0.524496446363472,0.5313788394273955,0,1,1,1
0,0.5954562029091491,0.236007006799422,0,0,1,0
1,0.3774042489507649,0.6376794490199357,0,1,1,0
1,0.5108529061799658,0.6969585355315039,0,1,1,0
1,0.622922000268356,0.7004250159335118,1,0,1,0
0,0.5108529061799658,0.6959461104694029,1,0,1,1
1,0.6674577419214722,0.5792699509817999,1,0,1,1
1,0.4956658291397297,0.6628942473385093,1,0,1,1
1,0.7675231046555077,0.5080921823639696,1,0,1,0
1,0.3154721549257734,0.7829154924334512,1,0,1,1
0,0.7557400501752248,0.2858978721410488,1,0,1,0
0,0.4848514754962666,0.7393153890168512,1,0,1,0
0,0.7826078370261895,0.6099159781343643,1,0,1,0
0,0.5638350489514956,0.5848236422673628,0,1,1,0
1,0.633031641417419,0.6388709618705696,0,1,1,0
1,0.7267112092725122,0.6053489347754197,0,0,1,1
1,0.6940926425266661,0.3171857044168269,1,0,1,0
1,0.7309873696832169,0.7191364939965951,0,1,1,1
1,0.520897599048938,0.64770717119529,1,0,1,0
1,0.5108529061799658,0.776227155300297,1,0,1,1
0,0.2851799046358216,0.5688330644526715,0,1,1,1
1,0.6023863442690867,0.432136285295136,0,1,1,1
1,0.4365064990977374,0.7691100934761791,0,1,0,0
1,0.5280927512030451,0.7155405913398757,1,0,1,1
1,0.5971924268337128,0.6215670422605529,1,0,1,1
0,0.5108529061799658,0.6040630558340391,1,0,0,1
0,0.6006575372857061,0.3120366522854971,1,0,1,0
0,0.5108529061799658,0.4095208624012465,1,0,1,0
1,0.7700870700124128,0.7507087927074894,0,0,1,1
0,0.6658549219640212,0.6443367684862095,0,0,1,1
0,0.3185955240537633,0.7070493215359145,1,0,1,1
0,0.6279908192952864,0.5038231690427747,1,0,1,1
1,0.6528965519806539,0.5700340334541802,0,1,1,0
0,0.3062022983135042,0.6850628900950219,1,0,1,1
0,0.6817058776720116,0.3105130435532025,0,1,1,1
0,0.4920600938649263,0.5464076106429163,1,0,1,0
0,0.5989262182569273,0.4505465529780821,0,1,1,1
0,0.4794489811780563,0.6839862020243551,1,0,1,0
1,0.7194907850918436,0.396186389285678,1,0,1,1
1,0.4365064990977374,0.2637121590663828,0,1,0,0
0,0.5531646987710016,0.4995645319968946,0,0,0,1
1,0.7490217048463391,0.5442605203629437,1,0,1,1
1,0.5108529061799658,0.7478413727668399,0,1,1,1
0,0.5971924268337128,0.2858978721410488,1,0,1,0
0,0.3506958432829587,0.6726883634922054,0,0,1,0
1,0.7623356180684377,0.6717102156369946,1,0,1,1
0,0.7001838506835805,0.273775841454768,0,1,1,0
0,0.5989262182569273,0.3764068672891212,1,0,1,1
0,0.5495965024956946,0.5493922155068142,1,0,0,1
0,0.5064842396679806,0.2652563401861944,0,1,1,1
0,0.2650494299443805,0.5949276310029372,1,0,0,0
0,0.7309873696832169,0.7271479081458313,0,1,1,1
1,0.5108529061799658,0.7949546905578962,0,1,1,0
0,0.4436153084085652,0.6704020875706299,1,0,1,1
0,0.5989262182569273,0.6243201242487261,1,0,1,1
1,0.6642482627052363,0.3616119464855477,1,0,1,1
0,0.7610263695502636,0.6272952882582804,1,0,1,1
0,0.5262949398096192,0.642917299842819,1,0,1,1
0,0.6023863442690867,0.2855453077861035,1,0,1,1
1,0.6738300778602003,0.6509635670780287,0,1,1,0
0,0.7338145369642702,0.6140907751710363,0,1,1,1
0,0.3689687382528466,0.701932442672562,0,1,1,1
0,0.5388627065779676,0.7592315450375982,0,1,1,1
0,0.7281412993111438,0.4570995580676461,1,0,1,0
0,0.6263042766749393,0.5042058270461132,1,0,1,0
1,0.2970866116472028,0.7379433491806321,0,1,1,0
0,0.4722533429586386,0.438737593577836,1,0,0,1
0,0.7649392739475195,0.7386658333596353,1,0,1,1
0,0.3233112448967859,0.6264769163947602,1,0,1,0
0,0.5334816299804352,0.5853385764773921,1,0,1,1
1,0.5762088360175724,0.3763093479100947,1,0,1,0
1,0.4241303111942548,0.6932649307850541,1,0,1,1
0,0.6347055309763198,0.1596616289025171,1,0,0,1
0,0.6041125998015721,0.7391003922299535,0,1,1,1
1,0.2692857999073816,0.771913423417123,1,0,1,1
1,0.5832379256761245,0.6285980607224058,0,0,1,1
0,0.8061492814355136,0.4870154596797552,1,0,1,0
0,0.5989262182569273,0.688318545015081,1,0,1,0
0,0.6313545365850379,0.6119586978324797,0,1,1,1
0,0.5262949398096192,0.4032328986187433,1,0,1,1
0,0.4956658291397297,0.7172555381827401,1,0,1,1
0,0.5108529061799658,0.5489049490105112,1,0,1,1
0,0.7209441499436497,0.4870700919222306,1,0,1,1
0,0.6658549219640212,0.6643342907041561,1,0,1,1
0,0.7295666907060153,0.373265673747983,1,0,1,0
1,0.6610235391308081,0.5719463697572809,1,0,1,1
0,0.6430255641096323,0.6173245896557525,0,1,0,1
0,0.6956219298394389,0.6717632570199036,1,0,1,1
0,0.633031641417419,0.5363091129739854,0,1,0,0
0,0.326475210066026,0.6437953609744713,0,0,1,0
0,0.5108529061799658,0.7029106109468518,0,1,1,0
0,0.7194907850918436,0.6478618395525896,1,0,1,1
0,0.3656165070113335,0.5149111518448524,0,1,0,0
0,0.7281412993111438,0.7157363937055936,0,1,1,1
1,0.7394117535524816,0.6925250665176473,1,0,1,1
1,0.8027454758994178,0.6324341128387478,0,1,1,1
0,0.3706496323299817,0.5649028918206287,1,0,1,0
0,0.4170996682522097,0.5552263635347335,1,0,1,1
0,0.6577838002083306,0.2930897022262147,1,0,1,1
0,0.8327850252992314,0.2653117484731741,1,0,1,0
0,0.5316861425197883,0.4601726341692639,1,0,1,1
0,0.5108529061799658,0.4950654370305629,1,0,1,1
0,0.3539876078507373,0.5521569836360225,1,0,1,1
0,0.4014074137749511,0.6389567254360292,1,0,0,1
0,0.6738300778602003,0.5169536919008609,1,0,1,1
0,0.7295666907060153,0.548558391265615,1,0,1,1
0,0.7726311345553628,0.7020651066969501,0,1,1,0
0,0.7610263695502636,0.7662044049367442,0,1,1,0
0,0.3062022983135042,0.6732706850286138,1,0,1,1
1,0.5832379256761245,0.7028284065213115,1,0,1,1
1,0.4436153084085652,0.6826612493884663,0,1,1,1
0,0.3392876999089139,0.6660729065222493,1,0,1,0
0,0.6754132910917112,0.4993021213514683,1,0,0,1
0,0.7352209993926424,0.7023669049723422,1,0,1,1
1,0.3077366963789207,0.7097145374519208,0,1,1,0
0,0.3606125659189888,0.6521401862947376,0,1,1,0
0,0.7338145369642702,0.5498036112624728,1,0,1,1
1,0.5108529061799658,0.6762077775346939,1,0,1,0
0,0.7583930617144343,0.6608485962220099,1,0,1,0
0,0.6832688314232291,0.6962606746419324,0,1,1,0
0,0.622922000268356,0.7305274929846871,0,1,1,1
0,0.6512602186973006,0.8025779133123689,1,0,1,1
