CODE_GENDER_M,EXT_SOURCE_3,EXT_SOURCE_2,NAME_EDUCATION_TYPE_Secondary_or_secondary_special,NAME_EDUCATION_TYPE_Higher_education,NAME_CONTRACT_TYPE_Cash_loans,NAME_INCOME_TYPE_Working
1,0.4118485559242397,0.0020474092234113,1,0,1,1
0,0.3233112448967859,0.3470748893859287,1,0,1,1
0,0.2837118826350007,0.5903347129500649,1,0,1,1
0,0.3233112448967859,0.4788303264598195,1,0,1,1
1,0.1253078784282391,0.3298235499516048,1,0,0,1
0,0.2735646775174348,0.298995731099113,1,0,1,1
1,0.1500851762342935,0.6017176036292368,1,0,1,0
1,0.4048783643353997,0.1813096094186418,1,0,1,0
1,0.4938628816996244,0.1239571404071764,1,0,1,0
1,0.4471785780453068,0.5329576755442461,1,0,1,1
0,0.7281412993111438,0.098380187400327,1,0,1,1
1,0.5190973382084597,0.3430915971807586,1,0,1,0
0,0.0479287861796953,0.2833110738117271,1,0,1,1
1,0.3344541255096772,0.5826184936711329,1,0,1,1
1,0.2721336844147212,0.3537446678715949,1,0,1,1
0,0.2115507642052577,0.5300989753038224,1,0,1,1
1,0.1229554179088549,0.6355193206860772,0,1,1,0
0,0.228883416700673,0.4237745004922259,1,0,1,1
0,0.3474182272002641,0.0474344898441026,1,0,1,1
1,0.4578995512067301,0.4422407211402677,1,0,1,1
1,0.2636468134452008,0.3568050738971793,1,0,1,1
0,0.3474182272002641,0.4207497099847841,1,0,1,0
1,0.3506958432829587,0.2728984700401976,1,0,0,0
1,0.2188590822283744,0.5508263911227869,1,0,1,1
0,0.2910973802776635,0.2282240113024014,1,0,1,1
0,0.1437580534911652,0.4596783425047794,1,0,1,0
0,0.375711009574066,0.4121303059133029,1,0,1,1
1,0.2314393514998941,0.5742094638357199,1,0,1,1
0,0.0502859402475434,0.0191850060433381,0,0,0,1
1,0.4400578303966329,0.1951957278805666,0,1,0,1
1,0.3859146722745145,0.6126283559208346,1,0,1,1
0,0.0005272652387098,0.4783228385994188,1,0,1,1
0,0.375711009574066,0.5121687896754308,1,0,1,1
0,0.6313545365850379,0.1953537989258013,1,0,1,1
1,0.6577838002083306,0.2858978721410488,1,0,1,1
0,0.1268975261602733,0.6395013691923447,0,0,1,1
1,0.4686596550493113,0.3856796198316389,1,0,1,0
0,0.1446481462546413,0.5877355888846567,1,0,1,0
0,0.0327480398486384,0.0916329077103269,1,0,1,0
1,0.5108529061799658,0.2814985881806361,1,0,1,1
0,0.056860739515615,0.3603458372745728,0,0,1,0
1,0.2366108235287817,0.4236730467886762,1,0,1,1
0,0.5064842396679806,0.2174552393227344,1,0,1,0
1,0.1624419982223248,0.0196285965766011,1,0,1,0
1,0.2392262794694045,0.0647681474256879,1,0,1,1
1,0.1895952597360396,0.4580765186795312,1,0,1,1
0,0.41534714488434,0.4202328303417037,1,0,1,1
0,0.0214915157350364,0.5118027181648316,1,0,0,1
1,0.2567055724393002,0.2015836822864006,1,0,1,1
1,0.3062022983135042,0.1897780107881432,1,0,1,1
0,0.1777040724853336,0.6594601983833115,1,0,1,1
0,0.1714683668967994,0.6058921212484388,1,0,1,1
0,0.3689687382528466,0.3822141460040689,1,0,1,0
1,0.2176285202779586,0.4501892931304269,0,0,0,1
1,0.1131963530622281,0.2444881710803324,1,0,1,1
0,0.2580842039460289,0.4208456449458384,0,1,1,0
0,0.1500851762342935,0.3374952756783878,1,0,1,1
1,0.2250868621163805,0.4704713139689373,1,0,1,1
1,0.41534714488434,0.4035802476726009,1,0,1,1
0,0.0850326148969535,0.0840318809937593,0,1,1,1
0,0.3217352821966848,0.3470897560301391,1,0,1,1
1,0.2896112383820055,0.4993567902090305,0,1,1,0
1,0.1604889306273446,0.173404602297919,1,0,1,1
0,0.6279908192952864,0.1037287203268693,1,0,1,0
1,0.4686596550493113,0.4849997577786784,1,0,1,1
0,0.6212263380626669,0.1724569334003761,1,0,1,1
1,0.0749592808990468,0.2632538485511991,1,0,1,0
1,0.3539876078507373,0.4549622614003106,1,0,1,1
1,0.3893387918468769,0.1497472668936928,1,0,1,1
0,0.0677939106412593,0.4166036849810502,0,1,1,1
1,0.0005272652387098,0.2961800318057748,1,0,1,0
0,0.1253078784282391,0.3590766349557833,1,0,1,1
1,0.5937175866150576,0.2428318573113452,0,0,1,1
1,0.3077366963789207,0.2716246468899063,1,0,1,1
0,0.3328505641648731,0.4886709483047579,1,0,1,1
0,0.3233112448967859,0.4325709984049261,1,0,1,1
0,0.1376544619182607,0.5574069664571539,1,0,1,1
0,0.2608559142068693,0.4404345227582326,1,0,0,1
1,0.5108529061799658,0.2433146636237752,1,0,1,1
0,0.4848514754962666,0.1792671996655886,1,0,1,1
1,0.1411151004466126,0.1278116965047334,1,0,1,1
0,0.1261005588362325,0.3007587165928464,1,0,1,1
0,0.0334404021396664,0.0499511279291439,1,0,1,0
1,0.2793353208976285,0.2613201904890845,1,0,1,1
1,0.3474182272002641,0.1147556300627385,1,0,1,0
1,0.0995036835288706,0.4357835329016243,1,0,1,0
0,0.2327247762679433,0.5762451984170266,1,0,0,1
1,0.6738300778602003,0.2022108876407931,1,0,1,1
1,0.1735274304649146,0.562515003113777,1,0,1,1
0,0.2238313174701554,0.6643976802264971,1,0,1,1
0,0.3392876999089139,0.4341013657743041,1,0,1,0
0,0.066439171734048,0.4320504283778495,1,0,1,1
1,0.3425288720742255,0.1422347364985749,0,0,1,1
0,0.1519345490496476,0.6878304319911831,1,0,1,0
0,0.3031463744186309,0.2472656304419466,1,0,1,1
1,0.2807895743848605,0.1902222464147043,0,1,1,1
0,0.3425288720742255,0.3617482564267205,1,0,1,1
1,0.4014074137749511,0.0277020933157299,1,0,1,1
0,0.5154953751603267,0.2357902165173933,1,0,1,1
0,0.237916079507114,0.2098473400714238,1,0,0,1
0,0.1745642655572634,0.542741377416745,1,0,1,1
0,0.3376727217405312,0.1328954448217569,1,0,1,1
0,0.133429254467317,0.1419867992213185,1,0,1,1
0,0.1664055461839363,0.5802342840752168,1,0,1,0
0,0.0005272652387098,9.936476188005656e-06,0,1,1,1
0,0.3774042489507649,0.1999975428851164,1,0,1,0
1,0.6479768603302221,0.1755685112942713,1,0,1,0
1,0.1261005588362325,0.6019534089554641,1,0,1,1
0,0.5656079814115492,0.0184000403142059,1,0,1,1
0,0.3441550073724169,0.440553090938544,1,0,1,1
0,0.2525986978339766,0.3374806075712537,1,0,1,1
0,0.25533177083329,0.4675577655753127,0,0,1,1
0,0.4507472818545589,0.0195056795178074,1,0,1,1
1,0.1566398270314114,0.7144533050906038,0,1,1,1
1,0.4776491548517548,0.3121962810955841,1,0,1,1
0,0.2498850627504553,0.4556130426710891,0,1,1,0
0,0.3062022983135042,0.5311828014879448,1,0,1,0
0,0.1624419982223248,0.4674488895219606,0,1,1,0
0,0.3296550543128238,0.4126284127985786,1,0,1,0
0,0.3296550543128238,0.3265065813118427,1,0,1,1
0,0.1745642655572634,0.2660796997489164,1,0,1,1
1,0.4507472818545589,0.0214380831683032,0,1,0,0
1,0.5108529061799658,0.0674091580210879,0,0,1,1
0,0.1351060157401717,0.2384206355306656,1,0,1,0
1,0.0715326762805274,0.184170435473272,1,0,1,1
1,0.5585066276769286,0.1604053214783667,1,0,1,1
0,0.1798217650897043,0.1474455049737305,1,0,1,1
1,0.2940831009471255,0.0883823971936117,1,0,1,1
0,0.3344541255096772,0.0007204098767098,1,0,0,1
0,0.1293142889822697,0.0048962200685204,1,0,1,0
1,0.5108529061799658,0.1959112555897443,1,0,1,0
1,0.2940831009471255,0.2898382552380574,1,0,1,1
0,0.4241303111942548,0.2286711174376817,1,0,1,0
1,0.3154721549257734,0.1668872996693494,0,0,1,1
0,0.3689687382528466,0.3714667226020478,1,0,1,0
1,0.110332428166289,0.389224300907785,1,0,1,1
1,0.5108529061799658,0.3531450022332402,1,0,1,1
1,0.4418358231994413,0.1140356308086537,1,0,1,1
1,0.1402431837080297,0.5403471253299269,0,0,1,1
0,0.228883416700673,0.6253504727573079,1,0,1,1
1,0.1110424022694314,0.6003857311808092,1,0,1,1
1,0.1027820144199289,0.5339427546116181,1,0,1,1
0,0.1393757800997895,0.540102707255089,1,0,1,0
1,0.3859146722745145,0.0802375019381922,1,0,1,1
0,0.0489258667628439,0.2399088278100335,1,0,1,1
0,0.25533177083329,0.3440434285838284,1,0,1,1
1,0.2650494299443805,0.4196575412823183,1,0,1,1
0,0.3409064264152384,0.0221546383380347,1,0,1,1
1,0.2580842039460289,0.6336837272589615,1,0,1,1
0,0.1008037063175332,0.6584773432163363,1,0,1,1
1,0.1895952597360396,0.7106507151262413,0,0,1,0
0,0.0318464043509533,0.0001353973013829,1,0,1,1
0,0.0005272652387098,0.3674982254553171,1,0,1,1
1,0.3622772470384314,0.15716322569582,0,0,1,0
1,0.5108529061799658,0.1801666080112094,1,0,1,0
1,0.3656165070113335,0.5675615146277336,1,0,1,0
1,0.4938628816996244,0.0865394388603546,1,0,1,0
1,0.3910549766342248,0.0338716478211949,1,0,1,1
0,0.3807996826489149,0.3913942744077593,1,0,1,1
1,0.2985949897873972,0.4308220509974285,1,0,1,1
1,0.0353564629252589,0.2641794829122296,1,0,1,1
0,0.2910973802776635,0.3497308023938522,1,0,1,1
1,0.1131963530622281,0.6650897026756625,1,0,1,0
1,0.1873887653772306,0.5153699499635696,0,0,1,0
0,0.3201633668633456,0.5336706594546129,1,0,1,1
0,0.1419915427739129,0.0413307829146298,1,0,1,1
0,0.2091546988410069,0.3855604612729471,1,0,1,1
0,0.2238313174701554,0.2867111015167043,1,0,1,1
0,0.22009464485041,0.4064257972502104,1,0,1,1
1,0.3572932680336494,0.5214299115768063,1,0,1,0
0,0.1309471529360181,0.5276525309366917,1,0,1,1
0,0.4418358231994413,0.2342569288513581,1,0,1,1
1,0.1117563710719636,0.6435245192037757,1,0,1,1
1,0.4014074137749511,0.4091719081353297,1,0,1,1
0,0.0339098057920182,0.1937842806363372,0,1,1,0
1,0.0181374344751957,0.1050658632322611,1,0,1,1
1,0.2353105173615833,0.5489969954514825,1,0,1,1
0,0.3996756156233169,0.0142371904408581,1,0,1,1
1,0.22009464485041,0.6358636907294013,1,0,1,1
0,0.0969483170508572,0.3159225289065706,0,0,1,1
0,0.1198779608955348,0.1553670333876857,1,0,1,0
0,0.1884895337951677,0.6669186693186135,1,0,1,0
0,0.3490552510751822,0.3102602865378536,1,0,1,1
0,0.0691742267133691,0.4217626572985932,1,0,1,1
0,0.2405414172860865,0.3509352493704232,1,0,1,0
1,0.3606125659189888,0.3844627777283821,1,0,1,0
1,0.0850326148969535,0.1966114942911795,0,1,1,1
1,0.5334816299804352,0.3949577101035641,1,0,1,1
0,0.2079641743053816,0.0163571181077702,1,0,1,1
0,0.5108529061799658,0.0005642004475309,0,1,1,1
0,0.0673395087140309,0.5968917500994856,0,0,1,1
0,0.1940678276718812,0.6042460943592948,1,0,1,1
0,0.3031463744186309,0.498930373629576,1,0,1,0
1,0.5108529061799658,0.0062609130570424,0,1,1,0
1,0.100151820337239,0.7414213103144254,1,0,1,1
0,0.083364197740675,0.4149676493260128,1,0,1,0
0,0.4507472818545589,0.0912151259540767,1,0,1,1
1,0.4223696523543468,0.6456486474528675,1,0,1,1
0,0.6296742509538716,0.0309487881635452,1,0,1,1
0,0.0456768096067446,0.557584988453646,1,0,1,1
1,0.1951984060044098,0.4587931618370748,1,0,1,1
1,0.4031416766587513,0.0368366718074891,1,0,1,1
1,0.1068419476808217,0.0002926239823036,1,0,1,0
1,0.1221797440301585,0.5690904836156004,1,0,1,0
1,0.5108529061799658,0.113579101034219,1,0,1,0
1,0.2539628093363117,0.4306611909132402,1,0,1,1
0,0.3842068130556564,0.0740881599905739,0,1,1,0
1,0.1261005588362325,0.3742893730195169,1,0,1,1
1,0.4740512892789932,0.4910098092954832,1,0,1,1
1,0.6075573001388961,0.0809504547400448,1,0,1,1
0,0.1566398270314114,0.3773980252926297,1,0,1,1
0,0.0720131886405828,0.6333537185870866,1,0,1,0
0,0.085595451324618,0.2533840416974724,1,0,1,0
1,0.3689687382528466,0.6251967612445479,1,0,1,1
0,0.1368005219117748,0.5682161799684748,1,0,1,1
1,0.4543210601605785,0.0940826660308155,1,0,1,1
0,0.1293142889822697,0.4220453341425428,0,1,1,1
0,0.1556893746835917,0.3669443566343024,1,0,1,1
1,0.1852020815902493,0.4586954276650335,1,0,1,1
1,0.050631513143346,0.3955169877127181,1,0,1,1
1,0.4992720153045617,0.4234701586932922,1,0,1,1
1,0.1237353221130787,0.2652563401861944,1,0,1,1
0,0.1704461230452281,0.6631336513521565,0,0,1,0
0,0.1963339662134567,0.1943075276687533,1,0,1,1
0,0.2567055724393002,0.406573517473918,1,0,1,1
0,0.4776491548517548,0.3097644632753677,1,0,1,1
1,0.3606125659189888,0.1338711416306452,1,0,1,1
0,0.0625244732919708,0.1494412577207867,0,1,1,1
0,0.0600353828621645,0.7426059744688119,1,0,1,0
0,0.2009260877159709,0.037844337101977,1,0,1,1
0,0.1021187878635838,0.1459018729178772,1,0,1,0
1,0.0806495443214359,0.4917585514620969,1,0,1,1
1,0.1538025863067176,0.6498796487883152,0,1,1,0
1,0.4794489811780563,0.4639339177563208,1,0,1,1
1,0.0435258067892661,0.6155718375421722,0,1,1,0
1,0.3031463744186309,0.4620962195427489,1,0,0,1
0,0.2225807646753351,0.4240735592868644,1,0,1,1
1,0.1595195404777181,0.5399560471428081,1,0,1,1
1,0.2115507642052577,0.6970878405602434,0,0,1,0
0,0.6363761710860439,0.0185917799529266,1,0,1,1
0,0.6263042766749393,0.1744413932124558,1,0,1,1
0,0.043827066851306,0.5899327306264152,0,1,1,0
1,0.3312508645909018,0.2561157826813699,1,0,1,1
1,0.1714683668967994,0.3437128576785765,1,0,1,0
1,0.100151820337239,0.6253197324761649,1,0,0,1
0,0.1556893746835917,0.5424971545343029,1,0,1,1
0,0.2340151665320674,0.3761605218682018,1,0,1,0
0,0.053114172843977,0.2375283931757881,1,0,1,0
0,0.4258928980051529,0.478879440524021,1,0,1,1
1,0.2764406945454034,0.3101058796557735,0,1,1,1
1,0.1830351672178103,0.0936734303130947,1,0,1,1
1,0.3001077565791181,0.3118207549058677,1,0,1,0
1,0.4848514754962666,0.1722167609427254,1,0,1,1
1,0.3154721549257734,0.2397294312843128,0,0,1,1
1,0.5108529061799658,0.4143731898376618,1,0,1,0
1,0.2418614865234661,0.6107116981581906,1,0,1,1
0,0.3622772470384314,0.3456540297020154,1,0,1,1
0,0.3539876078507373,0.5176970790923283,1,0,1,1
1,0.4848514754962666,0.2321531605223771,1,0,1,0
0,0.3376727217405312,0.4040382645548943,1,0,1,0
1,0.1614630800057724,0.1371551951910365,1,0,1,1
1,0.5442347412142162,0.102233911798245,1,0,1,1
0,0.2314393514998941,0.5832936775204198,1,0,1,1
1,0.3139166772114369,0.5176970790923283,1,0,1,1
0,0.4866531565147181,0.2508482832569948,1,0,1,0
1,0.470456116119975,0.2560449633208127,0,1,1,1
0,0.066439171734048,0.070574605899842,1,0,1,1
1,0.3506958432829587,0.6142565939811004,1,0,1,1
0,0.221335206354466,0.3331866963734392,1,0,1,0
1,0.1455428133497032,0.0203848151904598,1,0,1,1
1,0.5549467685334323,0.2324105327916181,1,0,1,1
0,0.5108529061799658,0.2714775747710965,0,0,1,1
0,0.1139223962922108,0.53854884851985,1,0,1,1
0,0.2778856891082046,0.5179092355331655,1,0,1,1
1,0.2276129150623945,0.1915258625230554,0,1,0,1
0,0.5744466170995097,0.1631870354642708,1,0,1,1
1,0.4276573700350293,0.2631435910213423,1,0,1,1
0,0.228883416700673,0.3456342461642859,1,0,1,1
1,0.3962195720630885,0.3069847860444746,1,0,1,1
1,0.1437580534911652,0.2581332461982697,0,0,0,0
0,0.3523399726917038,0.1692384666829681,1,0,1,1
1,0.3185955240537633,0.569262075658262,1,0,1,1
1,0.0351112903242871,0.5584479148341248,0,1,1,0
0,0.1974745115685422,0.4785083666620921,1,0,1,1
1,0.2103502286944494,0.5748135038553318,1,0,0,0
0,0.3589512285783967,0.1839569646669868,0,0,1,1
1,0.1929422277169508,0.0474216465231067,1,0,1,1
0,0.158554899794863,0.0008925101281887,1,0,1,1
0,0.2340151665320674,0.3778297310777765,1,0,0,1
1,0.3556387169923543,0.3643372883637789,1,0,1,1
1,0.2044226253763287,0.1403193478979424,1,0,1,1
0,0.2940831009471255,0.5364396240783106,1,0,1,1
0,0.5108529061799658,0.1588009282436508,1,0,1,1
1,0.1624419982223248,0.4826296157332253,1,0,1,1
0,0.1229554179088549,0.2968779514379772,1,0,1,0
1,0.0720131886405828,0.3906704680480849,1,0,1,1
0,0.1745642655572634,0.5536003179643616,0,1,1,1
0,0.2067786544915716,0.5487479208899739,1,0,1,1
1,0.1124743496556148,0.3867474755601059,1,0,1,1
0,0.5108529061799658,0.3022047174446226,1,0,1,1
0,0.0687112548846205,0.5620682935005448,1,0,1,0
0,0.2512394458905693,0.5798880467072984,1,0,1,0
0,0.0411859296094006,0.5383260304310618,1,0,1,0
1,0.3016248916841194,0.3381311937749343,1,0,1,1
1,0.2353105173615833,0.1588389067664674,1,0,1,1
1,0.2778856891082046,0.4753988666560319,1,0,1,0
0,0.4101025731788671,0.4604062278792815,1,0,1,1
1,0.2896112383820055,0.1866806407322626,1,0,1,1
1,0.5108529061799658,0.0283574027108346,1,0,1,1
1,0.1745642655572634,0.1987757808258664,1,0,1,1
1,0.0828147042440649,0.1158396864362805,0,0,1,1
0,0.2176285202779586,0.1359973670114701,1,0,1,1
0,0.1385128770585923,0.3442507292017128,1,0,1,1
1,0.0386975129332644,0.1359845200903651,1,0,0,1
0,0.2276129150623945,0.0089353819088553,0,1,0,1
1,0.1437580534911652,0.6767533610525456,0,1,1,1
0,0.0325203450817131,0.4716046125151968,1,0,1,1
1,0.0485913394924409,0.3016700669783191,1,0,1,1
1,0.1595195404777181,0.173404602297919,1,0,1,1
1,0.3233112448967859,0.0334258212714655,1,0,1,1
1,0.5108529061799658,0.0887619377448496,1,0,1,0
1,0.5108529061799658,0.4084531396804005,1,0,1,1
0,0.1519345490496476,0.5856304667463865,0,1,1,1
0,0.1021187878635838,0.2901309108039029,1,0,1,1
0,0.2238313174701554,0.4308274132518805,1,0,1,0
0,0.1061556230153924,0.0013962961376086,1,0,1,1
1,0.2366108235287817,0.6517581119418008,1,0,1,0
1,0.5108529061799658,0.4364342260897244,1,0,1,0
0,0.4101025731788671,0.1964457501416601,1,0,1,1
0,0.180887977767074,0.3658478204798002,1,0,1,1
0,0.1309471529360181,0.1576737080460761,1,0,1,1
1,0.0564751797291575,0.0063131005645499,1,0,1,1
1,0.3506958432829587,0.2653117484731741,1,0,1,1
1,0.2881295999178507,0.5266277831205171,1,0,1,1
0,0.3441550073724169,0.3308055129525577,0,1,1,1
0,0.058825900475682,0.6713002027305769,1,0,1,1
1,0.22009464485041,0.2721744461659126,1,0,1,0
0,0.5108529061799658,0.2838841996475125,1,0,1,1
0,0.5108529061799658,0.0082116410626365,0,1,0,1
1,0.1862929496555374,0.4650217778300627,1,0,1,1
0,0.2580842039460289,0.0989597291124267,1,0,1,1
1,0.2103502286944494,0.0887301059150801,1,0,1,1
1,0.4794489811780563,0.2643452978618582,1,0,1,1
1,0.5316861425197883,0.4361760735485749,1,0,1,1
1,0.3046721837533529,0.4130100625546403,1,0,1,1
0,0.2721336844147212,0.1064993225794343,1,0,1,1
1,0.2970866116472028,0.306594138042816,1,0,1,0
1,0.3723336657058204,0.4391091807636513,1,0,1,0
1,0.4561097392782771,0.0544390816538012,1,0,1,0
0,0.1884895337951677,0.5735570657403241,1,0,1,1
0,0.2164029605152194,0.3161257787679494,1,0,1,1
1,0.0828147042440649,0.0142175621606766,1,0,1,1
0,0.3123653692278984,0.2857416405397348,1,0,1,1
0,0.2238313174701554,0.5911488855288407,1,0,1,1
0,0.1777040724853336,0.1829447784021532,0,1,1,0
0,0.180887977767074,0.3856019061730748,1,0,1,1
1,0.0005272652387098,0.1000019052727834,0,1,0,1
0,0.2327247762679433,0.1707750935613844,1,0,1,1
1,0.2910973802776635,0.4643255083886864,0,1,1,1
1,0.2580842039460289,0.2565284564300509,1,0,1,1
0,0.1351060157401717,0.5774248510885088,1,0,1,0
0,0.221335206354466,0.3924469882511275,0,1,1,1
1,0.1664055461839363,0.1863687451310932,1,0,1,0
1,0.0944516919837718,0.4294123449533192,1,0,1,1
0,0.0902209392907684,0.6150231605620977,1,0,1,1
1,0.3539876078507373,0.1600140196958455,1,0,1,1
1,0.2115507642052577,0.0860583632288958,0,1,1,1
1,0.1464420666789632,0.4058403588711792,1,0,1,1
1,0.110332428166289,0.0100913840510223,1,0,1,1
1,0.445396241560834,0.1288120422291795,1,0,1,1
1,0.1997705696341145,0.2562991394825502,1,0,1,1
1,0.1614630800057724,0.4145536244774567,1,0,1,1
1,0.248535557339522,0.5655585011834651,1,0,1,1
1,0.1309471529360181,0.2417358993812597,1,0,1,1
1,0.0914119938141264,0.0002412009627953,1,0,1,1
1,0.5478104658520093,0.1054406700247252,1,0,1,1
0,0.2091546988410069,0.5481305441237129,1,0,1,1
0,0.4596904504249018,0.2905273996790444,1,0,1,1
1,0.2103502286944494,0.0168588693468878,1,0,1,1
1,0.2250868621163805,0.2129093255447128,1,0,1,1
0,0.2985949897873972,0.4921903249169826,1,0,1,1
1,0.5442347412142162,0.111071754097871,1,0,1,1
1,0.1082263226697141,0.5290312105906513,0,1,1,1
0,0.0764735191854844,0.6158771059829309,0,1,1,0
0,0.4014074137749511,0.1542654241327621,1,0,1,1
1,0.4561097392782771,0.0637360802591165,1,0,1,1
0,0.3201633668633456,0.0766480894112316,1,0,1,1
1,0.059629657546692,0.1820410927682296,1,0,1,1
0,0.1974745115685422,0.4909442279124291,1,0,1,1
1,0.1862929496555374,0.0568776796540888,1,0,1,0
1,0.2940831009471255,0.0772367060635833,1,0,1,1
1,0.7380196196295241,0.1942664499695638,1,0,1,1
1,0.25533177083329,0.4856442954457058,1,0,1,1
0,0.2032521136204725,0.0566961322062313,1,0,0,0
1,0.0975816126874459,0.4243192563410676,1,0,1,0
0,0.1261005588362325,0.2913980911196749,1,0,1,0
0,0.5108529061799658,0.3160076016864323,1,0,1,1
0,0.4135967602644276,0.1741550029735159,1,0,1,1
0,0.1624419982223248,0.2327266705596138,0,1,1,0
1,0.5108529061799658,0.2298883483267401,1,0,1,1
1,0.3944954053123993,0.4872722338954357,1,0,1,0
0,0.3774042489507649,0.4896053460100216,1,0,1,1
1,0.5108529061799658,0.258791253370808,1,0,1,1
1,0.4614823912998385,0.4535744448334879,1,0,1,1
1,0.5108529061799658,0.2433025855323261,1,0,1,1
1,0.1595195404777181,0.3492237156122739,1,0,1,1
0,0.4902575124990026,0.0782700541435194,1,0,1,1
0,0.1997705696341145,0.4333924059970352,1,0,1,1
0,0.445396241560834,0.119674233731369,1,0,1,1
0,0.2985949897873972,0.6108936429332107,1,0,1,1
0,0.6642482627052363,0.0787256147590078,1,0,1,1
0,0.3876253444214701,0.5385705860468052,1,0,1,1
1,0.3441550073724169,0.4154561406735724,1,0,1,0
0,0.2608559142068693,0.5861981535808329,1,0,1,1
0,0.2009260877159709,0.0104893168357084,1,0,1,1
1,0.1473459180275725,0.1007384113072627,1,0,1,1
