request_id,male,score_A,score_B,edu_level_2,edu_level_3,cash_loan,employee,class
93323,1,0.2032521136204725,0.4508930354802866,1,0,1,0,0
50021,0,0.5298898341969072,0.6835890286557356,0,1,1,0,0
134223,1,0.2103502286944494,0.4333279685816849,0,1,1,1,1
63741,0,0.520897599048938,0.6681707539865142,1,0,0,1,0
148032,0,0.5989262182569273,0.1066596548616366,1,0,1,1,0
182196,1,0.7047064232963289,0.6625178721871633,1,0,1,1,0
5138,0,0.5108529061799658,0.6586199418836887,1,0,1,0,0
181235,1,0.7136313997323308,0.6606672307601055,1,0,0,1,0
111010,1,0.5108529061799658,0.6773175816606648,0,1,1,0,0
116853,1,0.1342654235549427,0.2790416164357508,1,0,1,1,0
65562,0,0.4884551844437485,0.297110802356822,1,0,0,1,0
99840,0,0.7610263695502636,0.6937436837402897,0,1,1,1,0
133912,0,0.0956927242302637,0.04628401361328,1,0,1,1,0
122455,1,0.5884877883422673,0.6556835592692626,1,0,1,1,0
54381,0,0.7001838506835805,0.6723801433555747,0,1,1,0,0
129926,1,0.6296742509538716,0.1950583535645857,1,0,1,1,0
192219,0,0.7338145369642702,0.5734393928638714,1,0,0,1,0
177446,1,0.248535557339522,0.5997034881081342,1,0,1,1,0
166743,1,0.6785676886853644,0.633693879384839,1,0,1,1,0
39089,0,0.6848276586890367,0.7854542499537405,0,1,1,0,0
55899,1,0.7032033049040319,0.6267890063547653,1,0,1,1,0
93772,0,0.633031641417419,0.3711859566332091,0,1,1,0,0
29981,0,0.7958031328748403,0.6307600981350105,1,0,1,1,0
102509,0,0.4489622731076524,0.7024537536303569,0,1,1,1,0
163801,1,0.4258928980051529,0.5481684575121449,1,0,1,1,0
137497,0,0.6956219298394389,0.4644288521614292,1,0,1,0,0
50748,1,0.4668640059537032,0.2645281967412315,1,0,1,1,0
72632,0,0.5567274263630174,0.6972078815753742,1,0,1,0,0
92571,1,0.6313545365850379,0.1699529509371729,1,0,1,0,0
62632,0,0.1214082861631216,0.5192795277181228,1,0,1,1,0
86034,1,0.4650692149562261,0.5345467334446772,0,1,1,0,0
30867,0,0.7751552674785404,0.5425677099147536,1,0,1,1,0
24546,0,0.5108529061799658,0.3081490670855612,0,1,1,1,0
116429,1,0.4956658291397297,0.2622583692422573,1,0,1,1,0
164635,0,0.4048783643353997,0.6628404920885613,1,0,1,0,0
91568,1,0.4794489811780563,0.4515644805711371,1,0,1,1,0
177182,0,0.1664055461839363,0.6355446467448347,1,0,1,1,0
101028,0,0.4365064990977374,0.6342774267078852,1,0,1,1,0
19984,1,0.8050196619153701,0.0821707941422164,1,0,0,1,0
152641,0,0.6528965519806539,0.0833159578916332,0,0,1,0,0
57937,0,0.6894791426446275,0.4884086751782271,1,0,1,0,0
178267,1,0.2622489709189549,0.2777807804776718,1,0,1,1,1
53057,0,0.7688075728291359,0.6760162310209854,1,0,1,0,0
24058,0,0.7583930617144343,0.5335618157730291,0,0,1,0,0
32140,1,0.6785676886853644,0.4851963911987498,1,0,1,1,0
164280,0,0.6706517530862718,0.5253792507921672,1,0,1,1,0
130330,0,0.4794489811780563,0.7419324487170603,1,0,1,0,0
167868,1,0.8193176922872417,0.5375215847044906,1,0,1,0,0
28726,1,0.1595195404777181,0.0733861935847979,1,0,0,1,1
89300,1,0.5108529061799658,0.2331056493322453,1,0,1,1,0
106806,0,0.5919766183185521,0.1855940693735654,0,1,0,0,0
115523,1,0.6986675550534175,0.4696269858965164,0,1,1,0,0
118755,1,0.1986200451074864,0.1491052431865988,0,1,1,0,1
64845,0,0.3962195720630885,0.5964707506473679,1,0,1,0,0
165416,0,0.1714683668967994,0.7433033858972754,0,0,1,1,0
136047,0,0.6863823354047934,0.5245230857779584,1,0,1,1,0
24484,1,0.7324033228040929,0.7710768795074521,1,0,1,0,0
41700,0,0.4614823912998385,0.4635641229840062,0,1,1,0,0
145940,0,0.2851799046358216,0.5979541373772784,0,1,1,1,0
47458,1,0.1852020815902493,0.7265227013337147,1,0,1,1,0
132514,0,0.6848276586890367,0.5955177157346863,1,0,1,1,0
42114,0,0.2970866116472028,0.699060468702073,1,0,1,1,1
113500,0,0.8193176922872417,0.2653117484731741,1,0,1,0,0
183059,0,0.4329616670974407,0.6643440433239249,0,1,1,1,0
130180,1,0.5567274263630174,0.1256361852023615,1,0,1,1,0
193851,1,0.8245949709919925,0.6739533898492436,1,0,1,0,0
123659,1,0.6041125998015721,0.0033025596659409,1,0,1,0,0
50880,0,0.1766525794312139,0.7540819048112635,0,1,1,1,0
10150,0,0.7490217048463391,0.4045491242329184,1,0,1,0,0
14425,1,0.3876253444214701,0.6481162264760251,0,1,1,0,0
39508,0,0.2896112383820055,0.4945406717998183,0,1,1,0,0
30466,0,0.5585066276769286,0.5182695783533987,1,0,1,0,0
191359,0,0.524496446363472,0.5284863296813463,1,0,1,1,1
14316,0,0.5585066276769286,0.125528126385732,1,0,1,1,0
17193,1,0.1411151004466126,0.6585806071845428,0,1,1,0,0
178721,0,0.2151824041847538,0.5586042826144338,1,0,0,1,1
155151,0,0.6894791426446275,0.6350278467719062,1,0,1,0,0
121627,0,0.520897599048938,0.7134931806617161,1,0,1,0,0
150243,1,0.5406544504453575,0.1799180329936955,1,0,1,1,0
73304,1,0.2866524828090694,0.6814615079746343,1,0,1,0,0
52839,0,0.7583930617144343,0.0281915788435493,1,0,1,0,0
13388,0,0.3344541255096772,0.6795931000815135,0,1,0,0,0
102051,0,0.5298898341969072,0.2755358466931539,1,0,1,1,1
147139,0,0.1830351672178103,0.3067894273830089,0,1,1,1,0
146020,0,0.5867400085415683,0.6153078880559872,1,0,1,0,0
178576,0,0.622922000268356,0.3985375860267338,0,1,1,0,0
61056,0,0.7309873696832169,0.2154007670419538,1,0,1,0,0
20876,0,0.5108529061799658,0.6750911909316665,0,1,1,1,0
4340,0,0.5046813193144684,0.6135205712706389,1,0,1,1,0
37581,0,0.0523933458392391,0.4353480683043736,1,0,1,0,0
149884,1,0.3979463219016906,0.7627277068294119,0,1,1,1,0
44168,0,0.5549467685334323,0.2387106127851855,0,0,1,1,0
21730,1,0.5108529061799658,0.3081770399113917,1,0,0,1,0
70772,0,0.7813782380840683,0.6345259489999865,1,0,1,1,0
75150,0,0.8128226070575616,0.579008784023478,0,0,1,1,0
169873,0,0.6706517530862718,0.5763092744000353,1,0,1,1,0
129117,0,0.4241303111942548,0.497137261524917,1,0,0,1,0
52124,0,0.5744466170995097,0.4053869598488461,1,0,1,1,0
46494,0,0.4382813743111921,0.7245108098841091,0,1,1,1,0
165712,0,0.2955826421513093,0.6566308202172251,0,1,1,0,0
47731,0,0.3996756156233169,0.4995371975409876,1,0,1,1,0
103082,0,0.5726825047161584,0.1274367598131674,0,1,1,0,0
66136,0,0.8347841592331774,0.628383614434824,1,0,1,0,0
103985,1,0.622922000268356,0.5483038579038175,1,0,1,0,0
62905,0,0.6347055309763198,0.50490553147581,0,1,1,1,0
49724,0,0.4101025731788671,0.4662460178066042,0,1,1,1,0
92975,0,0.4031416766587513,0.7233745515054782,0,1,1,1,0
160287,0,0.6075573001388961,0.0492942111311658,1,0,1,0,0
93461,0,0.656158373001177,0.3590212780274888,1,0,1,0,0
83552,1,0.7421816117614419,0.703143452171378,0,1,0,0,0
181262,0,0.1777040724853336,0.4823566060713934,1,0,1,0,0
149676,1,0.172495466777331,0.5785769621419844,1,0,1,1,1
33515,0,0.2580842039460289,0.5073379305366039,1,0,1,1,0
57899,0,0.6246146584503397,0.2223429461243824,1,0,1,0,0
20812,1,0.2340151665320674,0.0361272131446764,1,0,1,1,1
80895,0,0.7380196196295241,0.8009896902416538,1,0,1,1,0
98386,0,0.2314393514998941,0.3136820194729152,0,1,1,0,0
164919,0,0.6894791426446275,0.4805877659276579,1,0,1,0,0
102800,0,0.7165702448010511,0.6772411073895946,1,0,1,1,0
26193,0,0.1604889306273446,0.779792358309298,1,0,1,0,0
8430,1,0.7981372313187245,0.7014335051431542,1,0,1,0,0
38185,0,0.5108529061799658,0.6296134378995648,0,1,1,1,0
16563,1,0.7194907850918436,0.7019964916174788,0,1,1,0,0
135232,0,0.7281412993111438,0.5836125535387128,1,0,1,1,0
11348,0,0.5495965024956946,0.3174936281275029,1,0,1,1,1
68150,0,0.4668640059537032,0.3101994545347475,1,0,1,1,0
190020,1,0.4118485559242397,0.6887828028144563,0,1,1,1,0
153570,0,0.080116380463876,0.6571532541391127,1,0,1,0,0
44595,0,0.5954562029091491,0.6421237104552129,0,1,1,0,0
191153,1,0.3490552510751822,0.4072859767290181,0,1,1,1,1
37616,0,0.4974688893052743,0.597875278706391,0,1,1,0,0
105637,0,0.3092753558842053,0.6612797622096921,1,0,1,1,0
51943,0,0.1604889306273446,0.3651429129603082,0,1,1,0,0
53580,0,0.8050196619153701,0.6023515504753699,0,1,1,0,0
193125,0,0.6058362647264226,0.6732322008936478,1,0,0,1,0
47539,1,0.2692857999073816,0.7025588666691702,1,0,1,0,0
93399,0,0.4436153084085652,0.2509428120115584,1,0,1,1,0
80793,0,0.2580842039460289,0.5177836571239541,1,0,1,0,0
49747,0,0.622922000268356,0.5213207734936368,1,0,1,0,0
1079,0,0.5370699579791587,0.4430823411689061,1,0,1,1,0
169986,0,0.3589512285783967,0.6768346788470393,0,1,1,1,0
3916,0,0.3154721549257734,0.6417366783707074,1,0,1,1,0
13349,1,0.5513812618027899,0.5253956091965597,1,0,1,0,1
178882,1,0.4686596550493113,0.2661138637850076,1,0,1,1,0
13191,0,0.5082869913916046,0.5796216567404109,0,1,1,1,0
93606,0,0.2881295999178507,0.1705213149197511,0,0,1,0,0
185936,0,0.6263042766749393,0.283546459426567,0,1,1,1,0
101363,0,0.5602843280409464,0.0972340082478035,0,1,1,1,0
18360,0,0.4083588531230431,0.1814199977325238,0,1,1,1,1
21083,1,0.5567274263630174,0.3717067186867781,1,0,0,0,0
173518,1,0.5937175866150576,0.7442368914320877,1,0,1,0,0
120333,0,0.2910973802776635,0.647547481044461,0,1,1,1,1
77301,0,0.2750003523983893,0.6494416641491829,1,0,1,1,0
61139,1,0.4740512892789932,0.6366835406653624,1,0,1,1,0
166099,1,0.6041125998015721,0.5619068073912032,1,0,1,1,0
89179,0,0.4241303111942548,0.6456086223770403,0,1,1,1,0
33161,0,0.8277026681625442,0.4585108273499722,1,0,1,1,0
29977,0,0.5108529061799658,0.7510646626113276,1,0,1,0,0
4736,0,0.1301285429480269,0.3881695150878131,1,0,1,0,0
124073,0,0.5832379256761245,0.5627571527429174,1,0,0,1,0
32590,1,0.5108529061799658,0.1554904679714203,1,0,1,0,0
8558,0,0.6910212267577837,0.4560198580980986,1,0,1,1,0
2127,1,0.501075160239048,0.370119840617816,1,0,1,1,0
17980,0,0.5262949398096192,0.0244444372150994,1,0,0,0,0
36728,0,0.7700870700124128,0.5652092295106195,1,0,1,0,0
66625,1,0.4206109640437848,0.6134376065393188,1,0,1,1,0
185589,0,0.6690566947824041,0.7027735962780339,0,1,1,0,0
60544,0,0.1735274304649146,0.3936520603176541,1,0,1,1,1
70420,1,0.6642482627052363,0.7113741223506164,0,1,0,0,0
123071,0,0.5406544504453575,0.045656804579052,0,0,1,1,1
102726,1,0.5620604831738043,0.7167008658339129,0,1,1,0,0
73320,1,0.6144143775673561,0.3937407966128522,1,0,1,1,1
101427,1,0.3927738606031339,0.0342971261827329,1,0,0,1,0
47661,1,0.3927738606031339,0.6037910590532148,1,0,1,1,0
109541,0,0.5108529061799658,0.7696998179085728,1,0,1,0,0
182628,1,0.4400578303966329,0.5310793331356558,1,0,1,1,0
718,0,0.6127042441012546,0.7039552867116475,1,0,1,0,0
29113,1,0.0956927242302637,0.4619114184897583,1,0,1,1,0
81785,0,0.4938628816996244,0.4293373354455973,1,0,1,0,0
147251,0,0.6380435278721609,0.7588876034428387,0,1,1,1,0
78597,1,0.4974688893052743,0.5632897764994405,1,0,1,1,0
100870,0,0.7121551551910698,0.6698268332111763,1,0,1,1,0
126662,0,0.722392890081304,0.5610507128126676,1,0,1,0,0
126947,1,0.6161216908872079,0.4567685514425709,1,0,0,1,0
174278,1,0.4241303111942548,0.7011907292447859,1,0,1,1,0
181211,1,0.2970866116472028,0.6131627388497951,1,0,1,1,0
190741,0,0.6023863442690867,0.5995354919253895,0,1,1,1,0
160342,0,0.6479768603302221,0.6379774865624361,1,0,1,0,0
45227,0,0.5108529061799658,0.5563115386784464,1,0,0,1,0
156203,1,0.6785676886853644,0.5261643921152924,1,0,1,1,0
86080,1,0.6940926425266661,0.7954141225223325,1,0,1,0,0
176364,0,0.6075573001388961,0.7068137349557766,1,0,1,1,0
63255,0,0.445396241560834,0.6921803890186077,1,0,1,1,0
135566,1,0.6092756673894402,0.7783470438216825,0,1,1,1,0
75615,0,0.7969726818373722,0.6267480825325951,1,0,1,0,0
90877,0,0.3656165070113335,0.3803209355785242,1,0,1,0,0
1021,0,0.6397075677637197,0.2262502833476409,0,1,1,0,0
117724,0,0.6212263380626669,0.6728568583914314,1,0,1,1,0
103130,0,0.434733248750173,0.5296958714907356,1,0,1,0,0
138742,0,0.2608559142068693,0.4429096743590181,1,0,1,0,0
133643,1,0.6894791426446275,0.55836163799128,1,0,1,0,0
6756,0,0.7503751495159068,0.6283989337049766,1,0,1,1,0
150464,0,0.0861616623809292,0.5158123379096772,1,0,1,1,1
149929,1,0.1997705696341145,0.6761982016107511,0,1,1,1,0
72709,0,0.7862666146611379,0.4801401719074064,1,0,1,1,0
5317,1,0.8482442999507556,0.5196561716412813,0,1,0,1,0
32177,0,0.7662336700704004,0.0462328809570255,0,1,1,0,0
192189,0,0.4329616670974407,0.7378037742311553,0,1,1,0,0
168819,1,0.6212263380626669,0.586590625593766,1,0,1,1,0
189422,0,0.5082869913916046,0.4967819264657216,1,0,1,1,0
97392,1,0.1819591097862785,0.2188127921822288,1,0,1,1,0
4115,0,0.1940678276718812,0.6108936429332107,0,1,1,1,0
138937,0,0.5108529061799658,0.453991799164246,0,1,1,1,0
110864,0,0.4686596550493113,0.3447000839430882,0,1,1,0,0
36135,0,0.6263042766749393,0.6680980232297421,0,1,1,0,0
150975,0,0.6397075677637197,0.7117600979235618,1,0,1,0,0
146724,1,0.4170996682522097,0.5260989685594651,1,0,1,1,0
173280,0,0.2151824041847538,0.6351342722548234,1,0,0,0,0
138978,1,0.6006575372857061,0.3604012836017965,1,0,1,1,1
28094,1,0.2458512138252296,0.6409872217922984,1,0,1,0,0
172788,0,0.7623356180684377,0.4350524392734264,1,0,1,0,1
128377,0,0.475849908720221,0.6341962610756307,1,0,0,1,0
48361,0,0.3233112448967859,0.6916163328401422,1,0,1,1,0
24240,0,0.0908147089893367,0.2674612932326992,1,0,1,1,1
140023,0,0.4776491548517548,0.7287718536553724,0,1,1,0,0
87120,0,0.5495965024956946,0.761859931338058,1,0,1,1,0
124634,0,0.0908147089893367,0.4376178639713694,0,1,1,1,0
52122,1,0.3622772470384314,0.6751103766488514,1,0,1,1,1
109912,1,0.5046813193144684,0.6084738739667993,1,0,1,1,0
17784,1,0.7136313997323308,0.1615986847287123,1,0,0,0,0
166994,0,0.7032033049040319,0.3240541247897818,1,0,1,1,0
132006,0,0.5709165417729987,0.2520583901426944,0,1,1,0,0
138908,0,0.5460231970049609,0.3162770801032171,1,0,0,0,0
4372,0,0.5108529061799658,0.6093539406907934,0,1,1,0,0
3205,1,0.3572932680336494,0.5864951695322006,0,1,1,1,0
119924,0,0.5108529061799658,0.668994474518281,1,0,1,0,0
179253,1,0.2940831009471255,0.6288124563597266,1,0,0,1,1
100289,0,0.5262949398096192,0.7674282707364378,1,0,1,1,0
33443,0,0.3425288720742255,0.2665197753925157,1,0,1,0,0
181163,0,0.7530673920730478,0.6712905522212448,0,1,0,1,0
40878,0,0.5884877883422673,0.4014135422514735,1,0,1,0,0
19795,1,0.5585066276769286,0.3286789964215449,1,0,1,1,0
92097,0,0.6769925032909132,0.5342583596822282,1,0,1,0,0
11351,0,0.2512394458905693,0.3571313431059375,1,0,1,1,0
79393,0,0.4241303111942548,0.6769016384154235,0,1,1,0,0
18552,0,0.5108529061799658,0.4410975135126381,0,0,1,1,0
190281,0,0.6279908192952864,0.5314060661543667,1,0,1,1,1
35492,0,0.4101025731788671,0.6413444315024412,0,1,1,1,1
52663,1,0.8245949709919925,0.7875801730654498,0,1,1,0,0
114094,0,0.3409064264152384,0.3177874888847949,1,0,1,1,0
51765,0,0.6279908192952864,0.6965658113967738,1,0,0,0,0
122781,1,0.5585066276769286,0.3218976204895264,1,0,1,1,0
55928,1,0.3441550073724169,0.5177563571719683,1,0,1,1,0
113133,0,0.5954562029091491,0.520600411583606,1,0,1,0,0
134498,0,0.5884877883422673,0.5505504448757466,0,1,1,0,0
